0,30806016,0.703832753,25243648,0.354166667,2291023872,7.360897107,1571727427452
1,30806016,0,25243648,0,2291023872,1,1571727428446
2,30806016,0,25243648,0,2291023872,1,1571727429450
3,30806016,0,25243648,0,2291023872,2,1571727430451
4,30867456,1,25243648,0,2291027968,5,1571727431467
5,31281152,1,25243648,0,3501674496,194,1571727432467
6,31281152,0,25243648,0,4342767616,310,1571727433470
7,31281152,0,25243648,0,4674531328,184,1571727434475
8,31281152,0,25243648,0,4674539520,294,1571727435478
9,32817152,3,25243648,0,4674695168,301,1571727436481
10,33099776,3,25243648,0,6187356160,307,1571727437484
11,32649216,0,25243648,0,6891233280,260,1571727438484
12,33136640,2,25243648,0,6891249664,311,1571727439485
13,33169408,0,25243648,0,6973816832,327,1571727440488
14,33071104,1,25243648,0,7016423424,189,1571727441489
15,33361920,0,25243648,0,7049039872,147,1571727442492
16,33361920,0,25243648,0,7246077952,97,1571727443487
17,33361920,0,25243648,0,7495143424,211,1571727444494
18,33591296,2,25243648,0,7607607296,277,1571727445496
19,34123776,4,25243648,0,7607635968,277,1571727446495
20,33767424,1,25243648,0,7673122816,286,1571727447492
21,33837056,0,25243648,0,8602423296,289,1571727448495
22,29892608,0,24682496,0,8983883776,222,1571727449499
23,27570176,1,24682496,0,9597075456,200,1571727450505
24,27066368,1,15282176,0,9013055488,205,1571727451502
25,26251264,0,15282176,0,8263405568,149,1571727452516
26,26136576,0,15282176,0,6709813248,48,1571727453499
27,25448448,0,15282176,0,6490836992,131,1571727454506
28,26525696,1,25198592,8,6739202048,257,1571727455516
29,28262400,3,31150080,6,7606108160,207,1571727456512
30,28344320,0,31322112,0,7613497344,106,1571727457515
31,27865088,1,31899648,3,7762976768,126,1571727458504
32,28143616,1,31899648,0,8371396608,120,1571727459506
33,30257152,3,32497664,6,8587091968,138,1571727460507
34,29339648,2,32206848,2,8460189696,157,1571727461517
35,29147136,0,31981568,0,7608893440,110,1571727462532
36,28643328,0,30117888,1,7003734016,106,1571727463511
37,27381760,0,24866816,1,6772060160,163,1571727464514
38,27369472,0,24322048,0,6755360768,169,1571727465522
39,27033600,0,24051712,0,5899653120,92,1571727466513
40,26947584,0,23769088,0,5603303424,108,1571727467513
41,25526272,1,23568384,0,5467967488,86,1571727468520
42,27201536,2,23568384,0,6610632704,170,1571727469517
43,27197440,1,23080960,0,7546564608,173,1571727470516
44,26599424,0,22831104,0,6916149248,124,1571727471519
45,26132480,1,15638528,0,6673977344,144,1571727472518
46,26652672,1,15433728,0,6566539264,156,1571727473532
47,26132480,1,15421440,0,6768787456,141,1571727474528
48,26656768,1,15421440,0,7259115520,156,1571727475541
49,27627520,1,15421440,0,7656767488,148,1571727476530
50,27660288,0,15413248,0,7844474880,156,1571727477553
51,28266496,1,15413248,0,7959838720,146,1571727478534
52,28299264,0,15343616,0,8032800768,156,1571727479530
53,28332032,0,15343616,0,8037101568,147,1571727480535
54,27557888,1,15343616,0,8081891328,163,1571727481534
55,27590656,1,15343616,0,7977594880,165,1571727482535
56,27971584,1,15343616,0,8097361920,162,1571727483538
57,28024832,0,15343616,0,7249231872,91,1571727484552
58,27824128,1,15343616,0,6971273216,86,1571727485555
59,27299840,1,15343616,0,6220701696,47,1571727486543
60,26349568,1,15343616,0,5201727488,53,1571727487541
61,26234880,1,15343616,0,4108623872,64,1571727488576
62,26607616,1,15343616,0,4379467776,103,1571727489542
63,25817088,1,15343616,0,3432751104,85,1571727490554
64,22237184,1,15343616,0,2512662528,70,1571727491553
65,22007808,1,15343616,0,2036432896,80,1571727492565
66,22011904,0,15343616,0,1868857344,75,1571727493547
