0,57774080,0,1675264000,0,1576056011221
1,57774080,0,1675264000,206,1576056011722
2,57774080,0,1675264000,204,1576056012222
3,57774080,0,1675264000,208,1576056012722
4,57774080,0,1675264000,200,1576056013223
5,57774080,0,1675264000,210,1576056013723
6,57774080,0,1675264000,208,1576056014223
7,57774080,0,1675264000,202,1576056014725
8,58036224,1.9607843138015786,1675264000,205.88235294916575,1576056015225
9,58036224,0,1675264000,210,1576056015725
10,58036224,0,1675264000,202,1576056016226
11,58036224,0,1675264000,208,1576056016726
12,58036224,0,1675264000,210,1576056017227
13,58036224,0,1675264000,198,1576056017728
14,58036224,0,1675534336,210,1576056018228
15,58036224,0,1675804672,212,1576056018729
16,58036224,0,1675804672,210,1576056019229
17,58036224,0,1675804672,200,1576056019731
18,58036224,2,1675804672,210,1576056020231
19,58036224,0,1675804672,210,1576056020731
20,58036224,0,1675804672,200,1576056021232
21,58302464,0,1675804672,210,1576056021733
22,58302464,0,1675804672,210,1576056022235
23,58302464,0,1675804672,196.07843136896838,1576056022735
24,58515456,0,1675804672,210,1576056023235
25,58515456,2,1675804672,212,1576056023736
26,58515456,0,1675804672,200,1576056024236
27,58515456,0,1675804672,210,1576056024737
28,58515456,0,1675804672,210,1576056025239
29,58515456,0,1675804672,200,1576056025739
30,58515456,0,1675804672,208,1576056026241
31,58515456,0,1675804672,212,1576056026741
32,58515456,0,1675804672,200,1576056027241
33,58515456,0,1675804672,208,1576056027742
34,58515456,0,1675804672,210,1576056028242
35,58515456,2,1675804672,200,1576056028744
36,58515456,0,1675804672,210,1576056029244
37,57819136,0,1675804672,208,1576056029744
38,57819136,0,1675804672,202,1576056030244
39,57819136,0,1675804672,205.88235293741684,1576056030745
40,57819136,0,1675804672,210,1576056031247
41,58040320,0,1675804672,200,1576056031747
42,58040320,0,1675804672,210,1576056032247
43,58040320,0,1675804672,210,1576056032748
44,58040320,0,1675804672,200,1576056033248
45,58040320,2,1675804672,212,1576056033750
46,58040320,0,1675804672,208,1576056034250
47,58040320,0,1675804672,210,1576056034751
48,58040320,0,1675804672,200,1576056035251
49,58298368,0,1675804672,212,1576056035751
50,58298368,0,1675804672,212,1576056036252
51,58298368,0,1675804672,198,1576056036752
52,58298368,0,1675804672,212,1576056037254
53,58298368,2,1675804672,208,1576056037754
54,58298368,0,1675804672,200,1576056038254
55,58298368,0,1675804672,210,1576056038755
56,58298368,0,1675804672,205.88235294916575,1576056039255
57,58298368,0,1675804672,200,1576056039755
58,58298368,0,1675804672,208,1576056040256
59,58298368,0,1675804672,210,1576056040755
60,58298368,0,1675804672,200,1576056041256
61,58552320,0,1675804672,210,1576056041756
62,58552320,0,1675804672,212,1576056042257
63,58552320,0,1675804672,202,1576056042758
64,58552320,2,1675804672,208,1576056043258
65,58552320,0,1675804672,210,1576056043760
66,58552320,0,1675804672,200,1576056044260
67,58552320,0,1675804672,212,1576056044762
68,58552320,0,1675804672,208,1576056045262
69,58552320,0,1675804672,202,1576056045762
70,58552320,0,1675804672,208,1576056046264
71,58552320,0,1675804672,210,1576056046764
72,58552320,0,1675804672,208,1576056047264
73,58552320,0,1675804672,202,1576056047765
74,58552320,0,1675804672,207.84313725110647,1576056048265
