0,52948992,0.467455621,51703808,0.476190476,157286400,0.568535826,1571732849203
1,52948992,0,51703808,0,157286400,0,1571732850202
2,52948992,0,51703808,0,157286400,0,1571732851203
3,52948992,0,51703808,0,157286400,0,1571732852208
4,52948992,0,51703808,0,157286400,0,1571732853213
5,52948992,0,51703808,0,157286400,0,1571732854213
6,52948992,0,51703808,0,157286400,0,1571732855215
7,52948992,0,51703808,0,157286400,0,1571732856217
8,52948992,0,51703808,0,157286400,0,1571732857223
9,53596160,1,51703808,0,157286400,0,1571732858222
10,53936128,6,52379648,8,165961728,69,1571732859227
11,53936128,0,52379648,0,165961728,0,1571732860229
12,53968896,0,52379648,0,165961728,0,1571732861233
13,53968896,0,52400128,0,165961728,0,1571732862234
14,53972992,0,52400128,0,165961728,0,1571732863235
15,53972992,0,52400128,0,165961728,0,1571732864237
16,53972992,0,52404224,0,165961728,0,1571732865239
17,53972992,0,52404224,0,165961728,0,1571732866241
18,53972992,0,52404224,0,165961728,0,1571732867240
19,53772288,1,52404224,0,158052352,5,1571732868240
20,54333440,1,53133312,3,167407616,33,1571732869245
21,54333440,0,53133312,0,167407616,0,1571732870249
22,54333440,0,53133312,0,167407616,0,1571732871249
23,54333440,0,53133312,0,167407616,0,1571732872249
24,54333440,0,53133312,0,167407616,0,1571732873254
25,54333440,0,53133312,0,167407616,0,1571732874254
26,54333440,0,53133312,0,167407616,0,1571732875255
27,54333440,0,53133312,0,167407616,0,1571732876255
28,54333440,0,53133312,0,167407616,0,1571732877255
29,54128640,1,53133312,0,160948224,6,1571732878257
30,53710848,1,52985856,5,167665664,26,1571732879263
31,53710848,0,52985856,0,167665664,0,1571732880268
32,53747712,0,52985856,0,167665664,1,1571732881274
33,53747712,0,53010432,0,167665664,0,1571732882275
34,53751808,0,53010432,0,167665664,0,1571732883276
35,53751808,0,53010432,0,167665664,0,1571732884278
36,53751808,0,53014528,0,167669760,0,1571732885281
37,53751808,0,53014528,0,167669760,0,1571732886281
38,53751808,0,53014528,0,167669760,0,1571732887281
39,54439936,2,53211136,0,162062336,8,1571732888281
40,54038528,1,52858880,4,170192896,28,1571732889281
41,54038528,0,52858880,0,170192896,0,1571732890282
42,54038528,0,52858880,0,170192896,0,1571732891281
43,54038528,0,52858880,0,170192896,0,1571732892283
44,54038528,0,52858880,0,170192896,0,1571732893284
45,54038528,0,52858880,0,170192896,0,1571732894286
46,54038528,0,52858880,0,170192896,0,1571732895285
47,54038528,0,52858880,0,170192896,0,1571732896285
48,54038528,0,52858880,0,170192896,0,1571732897291
49,54038528,0,52858880,0,170192896,0,1571732898297
50,54038528,0,52858880,0,170192896,0,1571732899297
51,54038528,0,52858880,0,170192896,0,1571732900296
52,54075392,1,52858880,0,170192896,1,1571732901297
53,54075392,0,52883456,0,170196992,0,1571732902296
54,54079488,0,52883456,0,170196992,0,1571732903296
55,54079488,0,52883456,0,170196992,0,1571732904296
56,54079488,0,52887552,0,170196992,0,1571732905297
57,54079488,0,52887552,0,170196992,0,1571732906296
58,54079488,0,52887552,0,170196992,0,1571732907296
59,54083584,0,52887552,0,170196992,0,1571732908300
60,54087680,0,52895744,0,170196992,0,1571732909298
61,54087680,0,52895744,0,170196992,0,1571732910303
62,54087680,0,52895744,0,170196992,0,1571732911303
