0,52408320,1.8867924528301887,105402368,1.4433476394849785,1576052136316
1,52539392,0,105402368,0,1576052136817
2,52621312,1,105402368,1,1576052137321
3,52699136,0,105402368,0,1576052137825
4,52781056,1,105402368,1,1576052138326
5,52166656,0,105402368,0,1576052138828
6,52244480,1,105402368,1,1576052139334
7,52322304,0,105402368,0,1576052139834
0,63528960,12.857142857142856,104972288,1.4342778161713892,1576052381230
1,63574016,0,104972288,0,1576052381725
2,63574016,0,104972288,0,1576052382228
3,63574016,0,104972288,0,1576052382729
4,53424128,5,104972288,0,1576052383233
5,53526528,0,104972288,0,1576052383736
6,51572736,6,104972288,0,1576052384239
7,51671040,0,104972288,0,1576052384742
8,51773440,0,104972288,0,1576052385243
9,51875840,0,104972288,0,1576052385743
10,51974144,0,104972288,0,1576052386249
11,52072448,0,104972288,0,1576052386751
12,52170752,0,104972288,1,1576052387256
13,52269056,0,104972288,0,1576052387754
14,52367360,0,104972288,0,1576052388260
15,52469760,0,104972288,0,1576052388764
16,51617792,0,104972288,0,1576052389266
17,51716096,0,104972288,0,1576052389768
18,51818496,1,104972288,0,1576052390270
0,63782912,22.75,105054208,1.4181433483205501,undefined
1,63803392,0,105054208,0,undefined
2,63803392,0,105054208,1,undefined
3,63803392,0,105054208,0,undefined
4,63803392,0,105054208,1,undefined
5,63803392,0,105054208,0,undefined
6,63803392,0,105054208,1,undefined
7,63803392,0,105054208,0,undefined
8,63803392,0,105054208,1,undefined
9,63803392,0,105054208,0,undefined
10,63803392,0,105054208,2,undefined
11,52367360,0,105054208,0,undefined
12,52461568,0,105054208,1,undefined
13,52150272,0,105046016,0,undefined
14,52252672,0,105046016,1,undefined
15,52350976,0,105046016,0,undefined
16,52449280,0,105046016,1,undefined
0,63676416,28.666666666666668,105046016,1.4157273918741808,1576052776126
1,63705088,0,105046016,0,1576052776623
2,63705088,0,105046016,0,1576052777131
3,63705088,0,105046016,0,1576052777629
4,63705088,0,105046016,1,1576052778131
5,63705088,0,105046016,0,1576052778633
6,63741952,0,105046016,0,1576052779133
7,63741952,0,105046016,0,1576052779640
8,63741952,0,105046016,0,1576052780141
9,63741952,0,105046016,0,1576052780643
10,63741952,0,105046016,0,1576052781146
11,63741952,0,105046016,0,1576052781647
12,63741952,0,105046016,0,1576052782149
13,53878784,0,105054208,0,1576052782648
14,53993472,1,105054208,0,1576052783154
15,52785152,0,105054208,0,1576052783656
16,52891648,1,105054208,0,1576052784159
17,52989952,0,105054208,0,1576052784661
18,53088256,1,105054208,0,1576052785157
19,53186560,0,105054208,0,1576052785666
20,53280768,1,105054208,0,1576052786164
21,53379072,0,105054208,0,1576052786666
22,53477376,1,105054208,0,1576052787170
23,53575680,0,105054208,0,1576052787673
24,53673984,1,105046016,0,1576052788173
25,52842496,0,105046016,0,1576052788674
26,52936704,0,105046016,0,1576052789172
27,53035008,0,105046016,0,1576052789671
28,53133312,0,105046016,0,1576052790177
29,53231616,0,105046016,0,1576052790681
30,53325824,0,105046016,1,1576052791184
31,53424128,0,105046016,0,1576052791682
32,53522432,0,105046016,0,1576052792182
33,53620736,0,105046016,0,1576052792683
34,53719040,0,105046016,0,1576052793185
35,52908032,0,105046016,0,1576052793692
36,53006336,0,105046016,0,1576052794197
37,53035008,0,105046016,0,1576052794699
38,53145600,1,105046016,0,1576052795202
39,53239808,0,105046016,0,1576052795704
40,53329920,1,105046016,0,1576052796206
41,53428224,0,105046016,0,1576052796709
42,53522432,1,105046016,0,1576052797210
43,53616640,0,105046016,0,1576052797712
44,53714944,1,105046016,0,1576052798220
45,52899840,0,105046016,0,1576052798719
